,object,relation,subject
21298,"raining, low of 90F, high of 100F",tuesday,carson
21300,"windy, low of 30F, high of 40F",thursday,carson
21301,"hail, low of 70F, high of 90F",friday,carson
21302,"hot, low of 70F, high of 80F",saturday,carson
21303,"cloudy, low of 70F, high of 80F",sunday,carson
21305,"overcast, low of 30F, high of 50F",tuesday,durham
21306,"rain, low of 60F, high of 70F",wednesday,durham
21307,"humid, low of 60F, high of 80F",thursday,durham
21308,"stormy, low of 50F, high of 70F",friday,durham
21309,"drizzle, low of 70F, high of 90F",saturday,durham
21310,"overcast, low of 50F, high of 70F",sunday,durham
21311,"raining, low of 50F, high of 60F",monday,compton
21312,"raining, low of 90F, high of 100F",tuesday,compton
21314,"cloudy, low of 30F, high of 50F",thursday,compton
21315,"dry, low of 20F, high of 40F",friday,compton
21317,"windy, low of 70F, high of 90F",sunday,compton
21332,the 10th,date,doctor appointment
21403,"drizzle, low of 50F, high of 60F",monday,seattle
21404,"overcast, low of 60F, high of 70F",tuesday,seattle
21405,"humid, low of 90F, high of 100F",wednesday,seattle
21406,"overcast, low of 90F, high of 100F",thursday,seattle
21408,"frost, low of 40F, high of 60F",saturday,seattle
21409,"warm, low of 90F, high of 100F",sunday,seattle
21410,"frost, low of 20F, high of 40F",monday,boston
21411,"windy, low of 20F, high of 40F",tuesday,boston
21412,"rain, low of 50F, high of 70F",wednesday,boston
21413,"cloudy, low of 30F, high of 50F",thursday,boston
21414,"raining, low of 30F, high of 50F",friday,boston
21416,"dry, low of 90F, high of 100F",sunday,boston
21417,"foggy, low of 30F, high of 40F",monday,fresno
21418,"humid, low of 50F, high of 70F",tuesday,fresno
21419,"humid, low of 60F, high of 70F",wednesday,fresno
21421,"warm, low of 70F, high of 80F",friday,fresno
21422,"dry, low of 90F, high of 100F",saturday,fresno
21423,"drizzle, low of 20F, high of 30F",sunday,fresno
21424,"cloudy, low of 50F, high of 60F",monday,cleveland
21425,"clear skies, low of 80F, high of 90F",tuesday,cleveland
21426,"overcast, low of 50F, high of 70F",wednesday,cleveland
21427,"snow, low of 60F, high of 70F",thursday,cleveland
21428,"humid, low of 80F, high of 90F",friday,cleveland
21429,"dry, low of 30F, high of 50F",saturday,cleveland
21430,"foggy, low of 50F, high of 60F",sunday,cleveland
21433,"clear skies, low of 60F, high of 70F",wednesday,mountain view
21434,"humid, low of 90F, high of 100F",thursday,mountain view
21435,"snow, low of 50F, high of 60F",friday,mountain view
21436,"clear skies, low of 90F, high of 100F",saturday,mountain view
21438,"cloudy, low of 60F, high of 70F",monday,inglewood
21439,"dry, low of 70F, high of 80F",tuesday,inglewood
21440,"humid, low of 90F, high of 100F",wednesday,inglewood
21441,"drizzle, low of 40F, high of 50F",thursday,inglewood
21442,"cloudy, low of 60F, high of 80F",friday,inglewood
21444,"rain, low of 90F, high of 100F",sunday,inglewood
21445,"humid, low of 90F, high of 100F",monday,san francisco
21446,"warm, low of 60F, high of 70F",tuesday,san francisco
21448,"drizzle, low of 70F, high of 90F",thursday,san francisco
21449,"foggy, low of 40F, high of 50F",friday,san francisco
21450,"cloudy, low of 30F, high of 50F",saturday,san francisco
21451,"snow, low of 50F, high of 70F",sunday,san francisco
21499,8 miles,distance,Stanford Express Care
21506,"hail, low of 60F, high of 70F",monday,alameda
21507,"hail, low of 20F, high of 30F",tuesday,alameda
21509,"overcast, low of 70F, high of 90F",thursday,alameda
21511,"cloudy, low of 50F, high of 70F",saturday,alameda
21512,"overcast, low of 90F, high of 100F",sunday,alameda
21515,"overcast, low of 30F, high of 40F",wednesday,compton
21516,"stormy, low of 90F, high of 100F",thursday,compton
21517,"overcast, low of 50F, high of 60F",friday,compton
21518,"dry, low of 80F, high of 90F",saturday,compton
21520,"hot, low of 90F, high of 100F",monday,inglewood
21521,"hot, low of 50F, high of 70F",tuesday,inglewood
21522,"clear skies, low of 70F, high of 90F",wednesday,inglewood
21523,"warm, low of 50F, high of 70F",thursday,inglewood
21524,"overcast, low of 80F, high of 90F",friday,inglewood
21525,"cloudy, low of 40F, high of 60F",saturday,inglewood
21528,"drizzle, low of 40F, high of 50F",tuesday,san jose
21529,"snow, low of 50F, high of 60F",wednesday,san jose
21530,"foggy, low of 20F, high of 30F",thursday,san jose
21531,"overcast, low of 90F, high of 100F",friday,san jose
21532,"hail, low of 20F, high of 40F",saturday,san jose
21533,"dry, low of 30F, high of 50F",sunday,san jose
21534,"stormy, low of 60F, high of 70F",monday,mountain view
21535,"clear skies, low of 20F, high of 40F",tuesday,mountain view
21538,"stormy, low of 70F, high of 80F",friday,mountain view
21540,"foggy, low of 50F, high of 70F",sunday,mountain view
21541,"cloudy, low of 40F, high of 50F",monday,san mateo
21542,"dry, low of 20F, high of 30F",tuesday,san mateo
21543,"warm, low of 90F, high of 100F",wednesday,san mateo
21544,"hail, low of 70F, high of 80F",thursday,san mateo
21545,"hot, low of 70F, high of 80F",friday,san mateo
21549,"rain, low of 20F, high of 30F",tuesday,redwood city
21550,"clear skies, low of 60F, high of 80F",wednesday,redwood city
21552,"dry, low of 60F, high of 80F",friday,redwood city
21553,"dry, low of 40F, high of 50F",saturday,redwood city
21554,"rain, low of 70F, high of 90F",sunday,redwood city
21555,"foggy, low of 20F, high of 30F",monday,cleveland
21556,"raining, low of 40F, high of 60F",tuesday,cleveland
21557,"hail, low of 70F, high of 80F",wednesday,cleveland
21558,"frost, low of 40F, high of 50F",thursday,cleveland
21559,"overcast, low of 70F, high of 90F",friday,cleveland
21560,"misty, low of 50F, high of 60F",saturday,cleveland
21562,"foggy, low of 70F, high of 80F",monday,inglewood
21563,"overcast, low of 60F, high of 80F",tuesday,inglewood
21564,"hail, low of 40F, high of 50F",wednesday,inglewood
21565,"snow, low of 30F, high of 40F",thursday,inglewood
21567,"clear skies, low of 40F, high of 50F",saturday,inglewood
21568,"cloudy, low of 70F, high of 90F",sunday,inglewood
21569,"misty, low of 80F, high of 90F",monday,fresno
21571,"cloudy, low of 30F, high of 50F",wednesday,fresno
21572,"hot, low of 80F, high of 100F",thursday,fresno
21573,"warm, low of 80F, high of 90F",friday,fresno
21574,"hail, low of 20F, high of 40F",saturday,fresno
21575,"misty, low of 60F, high of 70F",sunday,fresno
21577,"cloudy, low of 60F, high of 70F",tuesday,exeter
21578,"clear skies, low of 20F, high of 40F",wednesday,exeter
21579,"snow, low of 40F, high of 50F",thursday,exeter
21580,"humid, low of 50F, high of 70F",friday,exeter
21582,"warm, low of 80F, high of 90F",sunday,exeter
21583,"stormy, low of 50F, high of 70F",monday,boston
21584,"humid, low of 90F, high of 100F",tuesday,boston
21585,"stormy, low of 80F, high of 90F",wednesday,boston
21586,"dry, low of 70F, high of 80F",thursday,boston
21587,"foggy, low of 90F, high of 100F",friday,boston
21588,"frost, low of 30F, high of 40F",saturday,boston
21589,"dry, low of 40F, high of 60F",sunday,boston
21590,"rain, low of 80F, high of 90F",monday,los angeles
21591,"overcast, low of 50F, high of 60F",tuesday,los angeles
21592,"dry, low of 80F, high of 100F",wednesday,los angeles
21594,"cloudy, low of 30F, high of 40F",friday,los angeles
21595,"humid, low of 70F, high of 90F",saturday,los angeles
21596,"misty, low of 40F, high of 50F",sunday,los angeles
21597,"hail, low of 90F, high of 100F",monday,downtown chicago
21599,"dry, low of 50F, high of 70F",wednesday,downtown chicago
21600,"raining, low of 90F, high of 100F",thursday,downtown chicago
21601,"clear skies, low of 40F, high of 60F",friday,downtown chicago
21602,"clear skies, low of 60F, high of 80F",saturday,downtown chicago
21603,"dry, low of 40F, high of 50F",sunday,downtown chicago
21604,"foggy, low of 80F, high of 100F",monday,manhattan
21606,"drizzle, low of 50F, high of 70F",wednesday,manhattan
21608,"hot, low of 70F, high of 90F",friday,manhattan
21609,"windy, low of 90F, high of 100F",saturday,manhattan
21610,"clear skies, low of 50F, high of 70F",sunday,manhattan
21611,"raining, low of 60F, high of 70F",monday,boston
21612,"overcast, low of 90F, high of 100F",tuesday,boston
21613,"hot, low of 80F, high of 90F",wednesday,boston
21614,"windy, low of 60F, high of 80F",thursday,boston
21615,"raining, low of 70F, high of 80F",friday,boston
21616,"frost, low of 40F, high of 60F",saturday,boston
21617,"raining, low of 50F, high of 70F",sunday,boston
21618,"frost, low of 40F, high of 50F",monday,san francisco
21620,"warm, low of 90F, high of 100F",wednesday,san francisco
21623,"windy, low of 30F, high of 40F",saturday,san francisco
21624,"humid, low of 50F, high of 70F",sunday,san francisco
21625,"warm, low of 60F, high of 70F",monday,san jose
21628,"blizzard, low of 30F, high of 40F",thursday,san jose
21630,"rain, low of 40F, high of 50F",saturday,san jose
21632,"clear skies, low of 40F, high of 50F",monday,new york
21633,"overcast, low of 20F, high of 30F",tuesday,new york
21634,"hot, low of 70F, high of 80F",wednesday,new york
21637,"clear skies, low of 40F, high of 60F",saturday,new york
21638,"hot, low of 70F, high of 80F",sunday,new york
21639,"clear skies, low of 80F, high of 90F",monday,grand rapids
21640,"rain, low of 60F, high of 80F",tuesday,grand rapids
21642,"dry, low of 60F, high of 80F",thursday,grand rapids
21643,"snow, low of 60F, high of 80F",friday,grand rapids
21644,"overcast, low of 30F, high of 40F",saturday,grand rapids
21646,"rain, low of 30F, high of 50F",monday,inglewood
21647,"overcast, low of 70F, high of 90F",tuesday,inglewood
21649,"cloudy, low of 80F, high of 90F",thursday,inglewood
21651,"snow, low of 40F, high of 60F",saturday,inglewood
21652,"frost, low of 40F, high of 60F",sunday,inglewood
21699,"foggy, low of 80F, high of 100F",tuesday,alameda
21700,"dry, low of 40F, high of 50F",wednesday,alameda
21701,"foggy, low of 80F, high of 100F",thursday,alameda
21702,"humid, low of 70F, high of 90F",friday,alameda
21703,"foggy, low of 30F, high of 50F",saturday,alameda
21704,"foggy, low of 30F, high of 40F",sunday,alameda
21705,"stormy, low of 50F, high of 60F",monday,carson
21706,"foggy, low of 60F, high of 80F",tuesday,carson
21707,"misty, low of 60F, high of 70F",wednesday,carson
21708,"dry, low of 40F, high of 60F",thursday,carson
21710,"foggy, low of 20F, high of 30F",saturday,carson
21711,"cloudy, low of 50F, high of 60F",sunday,carson
21712,"misty, low of 80F, high of 90F",monday,compton
21715,"hail, low of 60F, high of 70F",thursday,compton
21717,"cloudy, low of 20F, high of 30F",saturday,compton
21718,"hail, low of 20F, high of 30F",sunday,compton
21720,"foggy, low of 60F, high of 70F",tuesday,manhattan
21721,"rain, low of 70F, high of 80F",wednesday,manhattan
21724,"raining, low of 20F, high of 40F",saturday,manhattan
21726,"cloudy, low of 80F, high of 100F",monday,corona
21728,"windy, low of 90F, high of 100F",wednesday,corona
21729,"snow, low of 80F, high of 100F",thursday,corona
21730,"stormy, low of 90F, high of 100F",friday,corona
21731,"windy, low of 20F, high of 40F",saturday,corona
21732,"windy, low of 70F, high of 80F",sunday,corona
21733,"misty, low of 50F, high of 70F",monday,seattle
21735,"dry, low of 90F, high of 100F",wednesday,seattle
21737,"snow, low of 60F, high of 70F",friday,seattle
21738,"dry, low of 20F, high of 30F",saturday,seattle
21740,"raining, low of 70F, high of 80F",monday,durham
21741,"raining, low of 80F, high of 100F",tuesday,durham
21742,"warm, low of 60F, high of 80F",wednesday,durham
21744,"cloudy, low of 60F, high of 70F",friday,durham
21745,"overcast, low of 60F, high of 70F",saturday,durham
21746,"stormy, low of 60F, high of 80F",sunday,durham
21761,the 9th,date,conference
21769,Jon,party,tennis activity
21771,the 3rd,date,tennis activity
21781,the 6th,date,tennis activity
21853,"humid, low of 80F, high of 100F",monday,san jose
21855,"rain, low of 90F, high of 100F",wednesday,san jose
21856,"stormy, low of 90F, high of 100F",thursday,san jose
21857,"drizzle, low of 20F, high of 40F",friday,san jose
21858,"warm, low of 70F, high of 80F",saturday,san jose
21859,"hail, low of 20F, high of 30F",sunday,san jose
21860,"hot, low of 70F, high of 80F",monday,menlo park
21861,"foggy, low of 60F, high of 80F",tuesday,menlo park
21862,"clear skies, low of 60F, high of 70F",wednesday,menlo park
21863,"foggy, low of 60F, high of 70F",thursday,menlo park
21864,"dry, low of 50F, high of 70F",friday,menlo park
21866,"dry, low of 80F, high of 100F",sunday,menlo park
21867,"blizzard, low of 40F, high of 50F",monday,alameda
21868,"stormy, low of 50F, high of 60F",tuesday,alameda
21869,"cloudy, low of 80F, high of 100F",wednesday,alameda
21870,"dry, low of 80F, high of 90F",thursday,alameda
21871,"blizzard, low of 20F, high of 40F",friday,alameda
21872,"cloudy, low of 80F, high of 100F",saturday,alameda
21874,"stormy, low of 30F, high of 40F",monday,seattle
21877,"raining, low of 70F, high of 90F",thursday,seattle
21878,"stormy, low of 70F, high of 90F",friday,seattle
21879,"clear skies, low of 20F, high of 40F",saturday,seattle
21880,"clear skies, low of 50F, high of 70F",sunday,seattle
21881,"hail, low of 50F, high of 70F",monday,inglewood
21883,"stormy, low of 40F, high of 50F",wednesday,inglewood
21884,"rain, low of 40F, high of 50F",thursday,inglewood
21887,"clear skies, low of 30F, high of 50F",sunday,inglewood
21888,"drizzle, low of 90F, high of 100F",monday,brentwood
21889,"cloudy, low of 30F, high of 50F",tuesday,brentwood
21890,"snow, low of 70F, high of 80F",wednesday,brentwood
21891,"rain, low of 90F, high of 100F",thursday,brentwood
21892,"dry, low of 90F, high of 100F",friday,brentwood
21893,"rain, low of 90F, high of 100F",saturday,brentwood
21894,"drizzle, low of 90F, high of 100F",sunday,brentwood
21895,"drizzle, low of 40F, high of 50F",monday,downtown chicago
21896,"rain, low of 50F, high of 60F",tuesday,downtown chicago
21898,"snow, low of 40F, high of 60F",thursday,downtown chicago
21899,"foggy, low of 80F, high of 90F",friday,downtown chicago
21900,"overcast, low of 30F, high of 50F",saturday,downtown chicago
21976,8 miles,distance,The Clement Hotel
22053,"stormy, low of 20F, high of 30F",tuesday,seattle
22055,"frost, low of 30F, high of 50F",thursday,seattle
22056,"dew, low of 90F, high of 100F",friday,seattle
22058,"drizzle, low of 20F, high of 40F",sunday,seattle
22059,"cloudy, low of 80F, high of 90F",monday,los angeles
22060,"dry, low of 70F, high of 90F",tuesday,los angeles
22061,"cloudy, low of 70F, high of 90F",wednesday,los angeles
22063,"cloudy, low of 70F, high of 90F",friday,los angeles
22065,"overcast, low of 30F, high of 40F",sunday,los angeles
22066,"snow, low of 80F, high of 90F",monday,mountain view
22067,"misty, low of 40F, high of 60F",tuesday,mountain view
22069,"overcast, low of 40F, high of 50F",thursday,mountain view
22070,"rain, low of 80F, high of 90F",friday,mountain view
22071,"dry, low of 30F, high of 40F",saturday,mountain view
22072,"overcast, low of 30F, high of 50F",sunday,mountain view
22074,"cloudy, low of 80F, high of 100F",tuesday,menlo park
22075,"foggy, low of 70F, high of 80F",wednesday,menlo park
22076,"cloudy, low of 80F, high of 100F",thursday,menlo park
22078,"foggy, low of 60F, high of 70F",saturday,menlo park
22079,"overcast, low of 90F, high of 100F",sunday,menlo park
22080,"hail, low of 70F, high of 80F",monday,camarillo
22081,"stormy, low of 80F, high of 100F",tuesday,camarillo
22082,"warm, low of 70F, high of 90F",wednesday,camarillo
22083,"windy, low of 50F, high of 70F",thursday,camarillo
22084,"snow, low of 90F, high of 100F",friday,camarillo
22085,"rain, low of 90F, high of 100F",saturday,camarillo
22086,"raining, low of 30F, high of 50F",sunday,camarillo
22087,"windy, low of 30F, high of 50F",monday,manhattan
22088,"overcast, low of 30F, high of 50F",tuesday,manhattan
22089,"dry, low of 20F, high of 40F",wednesday,manhattan
22090,"hail, low of 80F, high of 100F",thursday,manhattan
22091,"rain, low of 60F, high of 70F",friday,manhattan
22092,"hail, low of 70F, high of 90F",saturday,manhattan
22093,"misty, low of 20F, high of 30F",sunday,manhattan
22094,"cloudy, low of 70F, high of 90F",monday,alameda
22095,"warm, low of 70F, high of 80F",tuesday,alameda
22097,"hot, low of 80F, high of 100F",thursday,alameda
22100,"misty, low of 70F, high of 90F",sunday,alameda
22101,"windy, low of 80F, high of 100F",monday,los angeles
22102,"dry, low of 20F, high of 30F",tuesday,los angeles
22103,"foggy, low of 70F, high of 90F",wednesday,los angeles
22104,"cloudy, low of 70F, high of 90F",thursday,los angeles
22105,"overcast, low of 90F, high of 100F",friday,los angeles
22107,"warm, low of 80F, high of 100F",sunday,los angeles
22108,"foggy, low of 70F, high of 90F",monday,oakland
22109,"drizzle, low of 60F, high of 70F",tuesday,oakland
22110,"overcast, low of 40F, high of 50F",wednesday,oakland
22111,"dry, low of 40F, high of 50F",thursday,oakland
22112,"raining, low of 40F, high of 60F",friday,oakland
22113,"warm, low of 60F, high of 80F",saturday,oakland
22114,"dry, low of 70F, high of 80F",sunday,oakland
22117,"warm, low of 70F, high of 80F",wednesday,boston
22118,"dry, low of 20F, high of 30F",thursday,boston
22119,"cloudy, low of 30F, high of 40F",friday,boston
22120,"windy, low of 60F, high of 70F",saturday,boston
22121,"windy, low of 20F, high of 40F",sunday,boston
22122,"clear skies, low of 20F, high of 40F",monday,durham
22124,"frost, low of 50F, high of 60F",wednesday,durham
22125,"windy, low of 40F, high of 50F",thursday,durham
22127,"drizzle, low of 80F, high of 100F",saturday,durham
22128,"snow, low of 20F, high of 40F",sunday,durham
22129,"hot, low of 70F, high of 80F",monday,downtown chicago
22131,"windy, low of 30F, high of 50F",wednesday,downtown chicago
22135,"rain, low of 30F, high of 40F",sunday,downtown chicago
22136,"humid, low of 70F, high of 90F",monday,compton
22138,"rain, low of 40F, high of 60F",wednesday,compton
22140,"dry, low of 80F, high of 100F",friday,compton
22142,"clear skies, low of 90F, high of 100F",sunday,compton
22145,"cloudy, low of 40F, high of 60F",wednesday,manhattan
22146,"cloudy, low of 60F, high of 80F",thursday,manhattan
22147,"hot, low of 60F, high of 80F",friday,manhattan
22148,"rain, low of 70F, high of 90F",saturday,manhattan
22149,"humid, low of 80F, high of 90F",sunday,manhattan
22150,"drizzle, low of 50F, high of 60F",monday,downtown chicago
22151,"foggy, low of 50F, high of 70F",tuesday,downtown chicago
22152,"drizzle, low of 70F, high of 90F",wednesday,downtown chicago
22153,"hail, low of 80F, high of 90F",thursday,downtown chicago
22154,"misty, low of 20F, high of 40F",friday,downtown chicago
22155,"rain, low of 80F, high of 100F",saturday,downtown chicago
22156,"overcast, low of 40F, high of 50F",sunday,downtown chicago
22157,"hail, low of 50F, high of 70F",monday,corona
22159,"dry, low of 90F, high of 100F",wednesday,corona
22160,"drizzle, low of 30F, high of 50F",thursday,corona
22161,"foggy, low of 20F, high of 40F",friday,corona
22162,"drizzle, low of 40F, high of 60F",saturday,corona
22164,"overcast, low of 70F, high of 90F",monday,camarillo
22165,"cloudy, low of 60F, high of 80F",tuesday,camarillo
22166,"misty, low of 60F, high of 70F",wednesday,camarillo
22167,"windy, low of 40F, high of 50F",thursday,camarillo
22168,"dry, low of 70F, high of 80F",friday,camarillo
22169,"dew, low of 30F, high of 50F",saturday,camarillo
22170,"drizzle, low of 80F, high of 90F",sunday,camarillo
22171,"rain, low of 50F, high of 70F",monday,compton
22172,"raining, low of 80F, high of 90F",tuesday,compton
22173,"frost, low of 40F, high of 50F",wednesday,compton
22175,"clear skies, low of 20F, high of 40F",friday,compton
22176,"overcast, low of 40F, high of 50F",saturday,compton
22177,"frost, low of 40F, high of 50F",sunday,compton
22178,"foggy, low of 50F, high of 70F",monday,cleveland
22179,"blizzard, low of 40F, high of 60F",tuesday,cleveland
22180,"cloudy, low of 20F, high of 40F",wednesday,cleveland
22181,"stormy, low of 40F, high of 60F",thursday,cleveland
22182,"windy, low of 20F, high of 40F",friday,cleveland
22184,"stormy, low of 30F, high of 40F",sunday,cleveland
22185,"cloudy, low of 30F, high of 40F",monday,inglewood
22186,"raining, low of 60F, high of 70F",tuesday,inglewood
22187,"overcast, low of 40F, high of 60F",wednesday,inglewood
22188,"overcast, low of 50F, high of 60F",thursday,inglewood
22189,"misty, low of 40F, high of 60F",friday,inglewood
22190,"cloudy, low of 60F, high of 70F",saturday,inglewood
22191,"dew, low of 40F, high of 50F",sunday,inglewood
22192,"clear skies, low of 60F, high of 80F",monday,atherton
22193,"windy, low of 30F, high of 50F",tuesday,atherton
22194,"cloudy, low of 30F, high of 40F",wednesday,atherton
22195,"raining, low of 50F, high of 70F",thursday,atherton
22196,"blizzard, low of 30F, high of 50F",friday,atherton
22197,"cloudy, low of 90F, high of 100F",saturday,atherton
22198,"snow, low of 90F, high of 100F",sunday,atherton
22219,7 miles,distance,Panda Express
22253,the 7th,date,taking medicine
22258,the 18th,date,optometrist appointment
22362,"raining, low of 40F, high of 60F",monday,exeter
22363,"rain, low of 40F, high of 60F",tuesday,exeter
22364,"frost, low of 30F, high of 50F",wednesday,exeter
22365,"cloudy, low of 30F, high of 50F",thursday,exeter
22366,"misty, low of 20F, high of 30F",friday,exeter
22367,"dew, low of 30F, high of 40F",saturday,exeter
22369,"dew, low of 40F, high of 60F",monday,atherton
22370,"dew, low of 50F, high of 60F",tuesday,atherton
22371,"snow, low of 40F, high of 50F",wednesday,atherton
22372,"cloudy, low of 30F, high of 40F",thursday,atherton
22374,"raining, low of 90F, high of 100F",saturday,atherton
22375,"overcast, low of 80F, high of 90F",sunday,atherton
22376,"clear skies, low of 80F, high of 90F",monday,alhambra
22378,"overcast, low of 40F, high of 60F",wednesday,alhambra
22379,"dew, low of 20F, high of 40F",thursday,alhambra
22380,"rain, low of 90F, high of 100F",friday,alhambra
22381,"stormy, low of 90F, high of 100F",saturday,alhambra
22382,"dry, low of 20F, high of 40F",sunday,alhambra
22383,"drizzle, low of 70F, high of 90F",monday,new york
22384,"frost, low of 40F, high of 50F",tuesday,new york
22385,"rain, low of 50F, high of 70F",wednesday,new york
22386,"clear skies, low of 80F, high of 100F",thursday,new york
22387,"drizzle, low of 80F, high of 90F",friday,new york
22389,"hot, low of 80F, high of 90F",sunday,new york
22390,"snow, low of 80F, high of 100F",monday,mountain view
22392,"cloudy, low of 40F, high of 60F",wednesday,mountain view
22394,"overcast, low of 40F, high of 50F",friday,mountain view
22397,"snow, low of 30F, high of 50F",monday,danville
22398,"rain, low of 50F, high of 60F",tuesday,danville
22399,"stormy, low of 30F, high of 50F",wednesday,danville
22400,"snow, low of 70F, high of 90F",thursday,danville
22401,"blizzard, low of 50F, high of 60F",friday,danville
22402,"clear skies, low of 70F, high of 80F",saturday,danville
22403,"hot, low of 80F, high of 90F",sunday,danville
22404,"windy, low of 20F, high of 30F",monday,los angeles
22406,"hail, low of 20F, high of 30F",wednesday,los angeles
22407,"cloudy, low of 80F, high of 90F",thursday,los angeles
22408,"clear skies, low of 40F, high of 50F",friday,los angeles
22409,"stormy, low of 70F, high of 80F",saturday,los angeles
22411,"snow, low of 40F, high of 50F",monday,boston
22412,"clear skies, low of 80F, high of 100F",tuesday,boston
22414,"rain, low of 40F, high of 50F",thursday,boston
22415,"stormy, low of 90F, high of 100F",friday,boston
22417,"raining, low of 60F, high of 70F",sunday,boston
22419,"windy, low of 30F, high of 40F",tuesday,cleveland
22420,"rain, low of 20F, high of 40F",wednesday,cleveland
22422,"hail, low of 20F, high of 30F",friday,cleveland
22424,"dry, low of 90F, high of 100F",sunday,cleveland
22425,"rain, low of 20F, high of 40F",monday,los angeles
22426,"blizzard, low of 30F, high of 40F",tuesday,los angeles
22427,"warm, low of 70F, high of 90F",wednesday,los angeles
22428,"stormy, low of 80F, high of 90F",thursday,los angeles
22429,"drizzle, low of 90F, high of 100F",friday,los angeles
22430,"cloudy, low of 70F, high of 80F",saturday,los angeles
22431,"foggy, low of 20F, high of 40F",sunday,los angeles
22432,"stormy, low of 80F, high of 90F",monday,durham
22434,"dry, low of 30F, high of 40F",wednesday,durham
22435,"snow, low of 80F, high of 100F",thursday,durham
22436,"rain, low of 90F, high of 100F",friday,durham
22437,"stormy, low of 80F, high of 90F",saturday,durham
22438,"cloudy, low of 20F, high of 30F",sunday,durham
22439,"overcast, low of 70F, high of 80F",monday,seattle
22440,"cloudy, low of 70F, high of 90F",tuesday,seattle
22441,"drizzle, low of 90F, high of 100F",wednesday,seattle
22442,"foggy, low of 80F, high of 90F",thursday,seattle
22444,"hail, low of 20F, high of 30F",saturday,seattle
22446,"dry, low of 20F, high of 30F",monday,mountain view
22447,"stormy, low of 90F, high of 100F",tuesday,mountain view
22448,"rain, low of 90F, high of 100F",wednesday,mountain view
22450,"snow, low of 40F, high of 60F",friday,mountain view
22451,"windy, low of 80F, high of 100F",saturday,mountain view
22452,"foggy, low of 30F, high of 50F",sunday,mountain view
22453,"drizzle, low of 30F, high of 40F",monday,oakland
22454,"stormy, low of 70F, high of 90F",tuesday,oakland
22455,"dry, low of 90F, high of 100F",wednesday,oakland
22456,"hail, low of 20F, high of 30F",thursday,oakland
22458,"clear skies, low of 30F, high of 50F",saturday,oakland
22461,"drizzle, low of 70F, high of 80F",tuesday,redwood city
22462,"misty, low of 20F, high of 30F",wednesday,redwood city
22463,"dry, low of 60F, high of 80F",thursday,redwood city
22464,"clear skies, low of 20F, high of 30F",friday,redwood city
22466,"warm, low of 80F, high of 100F",sunday,redwood city
22467,"rain, low of 80F, high of 100F",monday,brentwood
22468,"rain, low of 80F, high of 90F",tuesday,brentwood
22470,"hot, low of 80F, high of 90F",thursday,brentwood
22471,"windy, low of 20F, high of 30F",friday,brentwood
22472,"rain, low of 20F, high of 40F",saturday,brentwood
22473,"clear skies, low of 60F, high of 80F",sunday,brentwood
22474,"blizzard, low of 20F, high of 30F",monday,downtown chicago
22475,"foggy, low of 60F, high of 80F",tuesday,downtown chicago
22479,"clear skies, low of 40F, high of 60F",saturday,downtown chicago
22480,"foggy, low of 40F, high of 60F",sunday,downtown chicago
22482,"raining, low of 70F, high of 80F",tuesday,exeter
22484,"windy, low of 40F, high of 60F",thursday,exeter
22485,"stormy, low of 60F, high of 70F",friday,exeter
22486,"windy, low of 50F, high of 70F",saturday,exeter
22487,"clear skies, low of 60F, high of 70F",sunday,exeter
22488,"hot, low of 90F, high of 100F",monday,danville
22489,"frost, low of 20F, high of 30F",tuesday,danville
22490,"rain, low of 40F, high of 50F",wednesday,danville
22491,"dew, low of 50F, high of 70F",thursday,danville
22493,"misty, low of 30F, high of 50F",saturday,danville
22494,"snow, low of 90F, high of 100F",sunday,danville
22496,"snow, low of 20F, high of 30F",tuesday,carson
22497,"dry, low of 90F, high of 100F",wednesday,carson
22498,"clear skies, low of 40F, high of 50F",thursday,carson
22499,"dew, low of 60F, high of 70F",friday,carson
22500,"dry, low of 60F, high of 80F",saturday,carson
22501,"cloudy, low of 90F, high of 100F",sunday,carson
22503,"hot, low of 90F, high of 100F",tuesday,oakland
22504,"windy, low of 90F, high of 100F",wednesday,oakland
22505,"humid, low of 80F, high of 100F",thursday,oakland
22506,"rain, low of 80F, high of 100F",friday,oakland
22507,"hail, low of 20F, high of 40F",saturday,oakland
22509,"hot, low of 60F, high of 80F",monday,alameda
22510,"foggy, low of 30F, high of 50F",tuesday,alameda
22511,"dry, low of 50F, high of 70F",wednesday,alameda
22513,"foggy, low of 40F, high of 60F",friday,alameda
22514,"stormy, low of 30F, high of 40F",saturday,alameda
22515,"raining, low of 50F, high of 70F",sunday,alameda
22517,"rain, low of 30F, high of 50F",tuesday,los angeles
22522,"blizzard, low of 50F, high of 60F",sunday,los angeles
22523,"warm, low of 80F, high of 100F",monday,inglewood
22525,"hail, low of 50F, high of 70F",wednesday,inglewood
22526,"clear skies, low of 60F, high of 70F",thursday,inglewood
22529,"snow, low of 20F, high of 30F",sunday,inglewood
22531,"hot, low of 70F, high of 90F",tuesday,san francisco
22533,"windy, low of 60F, high of 70F",thursday,san francisco
22535,"rain, low of 40F, high of 50F",saturday,san francisco
22536,"overcast, low of 30F, high of 40F",sunday,san francisco
22537,"snow, low of 50F, high of 60F",monday,brentwood
22538,"rain, low of 30F, high of 50F",tuesday,brentwood
22539,"raining, low of 20F, high of 30F",wednesday,brentwood
